0.975150	0.977250	4634.000000	4527.500000
0.950250	0.969200	4214.000000	4111.500000
0.962650	0.962750	3480.500000	3364.000000
0.974100	0.966550	4969.000000	4824.000000
0.956000	0.964100	3787.000000	3657.000000
0.955050	0.964150	3786.500000	3656.500000
0.966750	0.971000	6223.500000	6058.500000
0.014850	0.000000	1815.000000	0.000000
0.017500	0.000000	1579.000000	0.000000
0.039800	0.034150	2748.500000	111.000000
0.014200	0.000000	1288.500000	0.000000
0.059200	0.059950	2748.500000	191.000000
0.945350	0.957150	4442.500000	4273.000000
0.973000	0.974950	6023.500000	5873.500000
0.970000	0.971200	6152.000000	5994.500000
0.971400	0.971500	6145.000000	5993.000000
0.987850	0.966500	1875.000000	1833.000000
