0.975150	0.999999	5654.000000	5602.000000
0.950250	0.987650	4023.500000	3973.500000
0.962650	0.984900	3430.500000	3379.000000
0.974100	0.989300	6285.000000	6217.500000
0.956000	0.999999	6042.000000	5984.000000
0.955050	0.999999	6041.500000	5984.000000
0.966750	0.999999	6445.500000	6382.000000
0.014850	0.014350	2949.500000	43.000000
0.017500	0.000000	1735.500000	0.000000
0.039800	0.000000	1563.000000	0.000000
0.014200	0.000000	1425.000000	0.000000
0.059200	0.062650	2949.500000	189.500000
0.945350	0.984400	4504.000000	4434.000000
0.973000	0.999999	7252.500000	7190.000000
0.970000	0.999999	6137.000000	6080.000000
0.971400	0.999999	6136.000000	6077.000000
0.987850	0.988650	1747.500000	1728.500000
